Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,14.4658328760441,46.3851317122594,64.9821428571429
1.292,14.0755136881897,44.3036980749747,62.3511904761905
2.585,13.8460307298335,43.4135005065856,61.6706349206349
3.877,13.792596488019,43.4698581560284,65.3809523809524
5.172,13.7231571245656,43.1669832826748,62.640873015873
6.465,13.6424532040729,42.7281534954407,61.3551587301587
7.757,13.7425309432352,43.2346124620061,61.0892857142857
9.05,13.6347097737943,43.1447568389058,62.2698412698413
10.345,13.5386866654472,42.1875633232016,60.0753968253968
11.637,13.680583501006,43.0145643363729,65.0257936507936
12.932,,,
14.222,,,
15.515,,,
16.81,,,
18.102,,,
19.395,,,
20.687,,,
21.982,,,
23.275,,,
24.567,,,
25.862,,,
27.155,,,
28.452,14.236212730931,43.6501393110436,63.8849206349206
29.742,13.9348743979026,42.1933257345491,63.2222222222222
31.032,13.6927931223706,41.052811550152,60.0198412698413
32.327,13.7814462532772,41.3343465045593,59.3154761904762
33.62,13.6353728431193,41.5914387031408,59.6607142857143
34.912,13.6318440948723,41.3384625126646,55.8730158730159
36.205,13.6361121273093,41.0733915906788,58.2321428571429
37.5,13.6389168343394,41.0979609929078,54.7996031746032
38.792,13.4265288701908,40.4696048632219,56.484126984127
40.085,13.3986647155661,39.748163627153,53.0059523809524
41.377,13.4357889762819,40.1118920972644,54.9583333333333
42.672,13.4722882751052,40.1040400202634,57.2380952380952
43.965,13.5710474971038,40.9749240121581,57.6349206349206
45.257,13.4981479787818,39.9991767983789,53.9861111111111
46.55,13.4918221449912,39.8263044579534,54.140873015873
47.842,13.3659532955308,39.4231889564336,57.5277777777778
49.137,13.4750167672703,39.6676798378926,58.6825396825397
50.43,13.4432885189927,39.4485182370821,57.9166666666667
51.722,13.3883985732577,39.3587259371834,57.765873015873
53.017,13.4441726114261,39.37734295846,60.1746031746032
