Channel.002
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,3.6194797828377,16.1315789473684,7.74135917795423
1.295,3.58373050658927,15.7473684210526,7.54332087809435
2.587,3.54467370406111,16.3578947368421,7.60485754320411
3.88,3.55590750712702,17.0526315789474,7.42947220924802
5.172,3.56483561815383,17.5736842105263,7.55277907519851
6.467,3.54407702337368,16.9105263157895,7.48925735637553
7.76,3.53740303938829,16.3947368421053,7.390822045773
9.052,3.50642720863935,15.8631578947368,7.30873423633816
10.345,3.53111210967138,13.8473684210526,7.37575899112564
11.64,3.53847117148308,14.9,7.53631480616534
12.935,4.24181037340425,5.1,4.33150397010743
14.225,4.17914416836708,4.51052631578947,4.39946286781878
15.517,4.21507023889327,5.12105263157895,4.3845165810369
16.81,4.18598758020199,6.13157894736842,4.32519850537132
18.105,4.14354222068346,4.94736842105263,4.29320411022887
19.397,4.12342450516018,5.46315789473684,4.19815506772536
20.69,4.14619413484984,4.71578947368421,4.21893974778141
21.985,4.11002497219173,5.41578947368421,4.20726296123307
23.277,4.11266951992987,5.17368421052632,4.28900046707146
24.57,4.14018312940604,4.8,4.30523120037366
25.862,4.09617608710065,5.03684210526316,4.01447921531994
27.157,4.11865842608894,5.15263157894737,4.08687529191966
28.452,3.63207637512799,14.3631578947368,7.7887669313405
29.742,3.61396969451422,12.4526315789474,7.64269033162074
31.035,3.58708223143844,12.5789473684211,7.61081270434376
32.327,3.59178937908376,10.8473684210526,7.68063988790285
33.622,3.58549108293862,12.3684210526316,7.52370387669313
34.915,3.59120006482457,12.5368421052632,7.65658570761326
36.207,3.60392925282318,13.3263157894737,7.58290518449323
37.5,3.57162746499105,11.6631578947368,7.50011676786548
38.795,3.57690182761085,12.3947368421053,7.41370854740775
40.087,3.5409831235129,13.0631578947368,7.33348902382064
41.38,3.57687236189789,13.3263157894737,7.35532461466604
42.675,3.57388159203247,13.7210526315789,7.44371788883699
43.967,3.57732908044876,12.7684210526316,7.30347968239141
45.26,3.56943963580379,13.8736842105263,7.26517982251284
46.552,3.53318944243505,13.9052631578947,7.09493227463802
47.848,3.55181177302561,14.4421052631579,7.39315740308267
49.14,3.55932552983035,14.0578947368421,7.31667445119103
50.433,3.54194812561233,12.7052631578947,7.43414292386735
51.725,3.52874011977812,13.2105263157895,7.17853806632415
53.018,3.548784171019,13.6263157894737,7.35112097150864
