Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,18.8450963847602,127.721739130435,54.011994669036
1.293,18.3663918997858,124.00652173913,53.2865393158596
2.585,18.0568702537807,117.336956521739,52.5012216792537
3.88,17.7984422665022,118.839130434783,51.1588183029765
5.173,17.7851106639839,112.65,50.7437805419813
6.465,17.7904069578763,117.197826086957,51.5500888494003
7.758,17.867099370416,120.408695652174,51.27332296757
9.053,17.7418186538586,114.126086956522,51.3492892047979
10.345,17.6729927954826,110.176086956522,50.9238116392714
11.638,17.4842214577789,108.615217391304,49.9948911594847
12.935,,,
14.225,,,
15.518,,,
16.81,,,
18.103,,,
19.398,,,
20.69,,,
21.983,,,
23.275,,,
24.57,,,
25.863,,,
27.155,,,
28.453,18.3163367300578,116.904347826087,53.510995113283
29.743,17.9453235542286,115.754347826087,52.0787427809862
31.035,17.5784124099435,105.302173913043,51.51332741004
32.328,17.3893684688778,99.6347826086957,50.737338960462
33.62,17.5735185305381,106.136956521739,50.9272545535318
34.913,17.5091062504057,98.4869565217391,51.2012438916037
36.208,17.3734536249757,96.6782608695652,50.7661039537983
37.5,17.1321607061725,92.6608695652174,50.6006219458019
38.793,17.2029337314208,96.3869565217391,50.9272545535318
40.088,17.1706626857922,93.6695652173913,51.1210573078632
41.38,17.3013046018044,98.0782608695652,50.4978898267437
42.673,17.2761342247031,90.0108695652174,50.9460239893381
43.965,17.0907639384695,84.9108695652174,50.8177476677032
45.26,17.1529564483676,89.945652173913,50.2294535761884
46.553,17.2656844291556,94.8673913043478,50.3472900932919
47.845,17.2629843577595,95.2478260869565,50.4934473567303
49.138,17.2335042513143,95.2478260869565,50.0198800533096
50.43,17.42783150516,98.4804347826087,50.9848956019547
51.725,17.3924449925359,105.271739130435,50.2492225677477
53.018,17.4203284221458,110.310869565217,50.6058418480675
