Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,17.2963237869665,155.581699346405,61.0482573726542
1.292,17.4103464380431,160.251633986928,61.2874460892878
2.585,17.2904191616766,160.091503267974,60.8644946963516
3.88,17.2169782996681,164.901960784314,60.6363212495629
5.17,17.2222240755258,164.176470588235,61.0493647278238
6.465,17.2066452054109,165.718954248366,61.3155962233361
7.757,17.2827798442113,160.186274509804,61.1056067140692
9.05,17.2641319033243,161.738562091503,61.5384077398298
10.345,17.1422614381265,160.696078431373,61.3873411819559
11.637,17.0466198522176,160.277777777778,61.0360181839375
12.935,,,
14.225,,,
15.517,,,
16.81,,,
18.102,,,
19.395,,,
20.69,,,
21.982,,,
23.275,,,
24.567,,,
25.86,,,
27.155,,,
28.45,4.75220589461745,29.016339869281,11.1952442009558
29.74,5.00428669124147,31.9771241830065,12.1920969810001
31.035,5.20006505095658,31.2124183006536,12.8785989043012
32.327,5.3241205611062,32.2287581699346,13.3504487702529
33.62,5.48005937984755,33.1732026143791,13.9960951159809
34.912,5.62187880506397,33.6666666666667,14.4265648677002
36.207,5.69744633296082,35.7287581699346,14.8181023429304
37.5,5.77727553250046,36.5686274509804,14.9788436880755
38.792,5.86124130568946,35.0882352941176,15.4274973773167
40.085,5.96092772671926,37.1601307189543,15.9129269145588
41.377,6.07794438977199,34.5196078431373,16.352430353188
42.672,6.11986055743666,37.4281045751634,16.477794614757
43.965,6.18632095141194,35.343137254902,16.6444807087073
45.257,6.33882374526713,36.9117647058824,17.1253642615689
46.55,6.41448301169249,38.6797385620915,17.3203170532696
47.845,6.45754174103047,38.4542483660131,17.4449236507751
49.137,6.52764665654763,37.9575163398693,17.8190931343979
50.43,6.52444414791587,39.0359477124183,17.7531763608812
51.725,6.58095508148049,40.9934640522876,18.0098496328243
53.017,6.65264457158107,40.5359477124183,18.3285930761161
