Channel.002
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,6.49917999179992,22.5907477257599,22.8888888888889
1.292,6.44788066928288,22.1994674950078,25.1868686868687
2.585,6.42843476053808,22.1860439316619,26.6010101010101
3.877,6.44173060778227,22.1737297537164,25.4393939393939
5.172,6.46495441144888,22.4690481473264,26.540404040404
6.465,6.36039360393604,21.8531173729754,24.6212121212121
7.757,6.36674866748668,21.8443532283115,28.1818181818182
9.052,6.3264901696636,21.8404703794098,26.2878787878788
10.345,6.31954938597005,21.725094297759,28.7373737373737
11.637,6.32976044046155,21.6050587974262,24.8383838383838
12.935,211.554198637224,248.990015531396,255
14.225,205.836554794119,243.641668515642,255
15.515,200.905952869052,237.665853117373,255
16.81,196.158954684785,231.656534280009,255
18.102,191.556648899822,222.882294209008,255
19.395,187.236748081767,213.45506989128,254.808080808081
20.69,182.246256272087,204.690814288884,254.191919191919
21.982,177.206554208399,196.483359218993,252.772727272727
23.275,171.379195220524,187.693254936765,251.530303030303
24.567,167.23999882856,179.591413357,244.171717171717
25.862,162.01983638884,171.428444641669,238.909090909091
27.155,157.240223354615,163.004326603062,228.974747474747
28.452,4.18845545598313,11.0664521854892,13.4292929292929
29.742,4.2966184423749,11.836254714888,14.0555555555556
31.035,4.30033776528242,11.7050144220102,15.5252525252525
32.327,4.30213397372069,11.8329265586865,15.7727272727273
33.62,4.32646088365646,12.0315065453739,15.7070707070707
34.912,4.35144184775181,12.0012203239405,15.3585858585859
36.205,4.37289872898729,12.0082094519636,16.3989898989899
37.5,4.39116343544388,12.3098513423563,16.0505050505051
38.792,4.38085476092856,12.1656312402929,16.0252525252525
40.085,4.41375270895566,12.3411360106501,16.989898989899
41.38,4.47107518694235,12.6513201686266,15.6969696969697
42.672,4.41660321365118,12.2701353450189,16.489898989899
43.965,4.42372947538999,12.5644552917684,16.5
45.257,4.44784162127336,12.5631240292878,16.3686868686869
46.552,4.4646713133798,12.686376747282,15.2020202020202
47.845,4.45113141607607,12.5776569780342,15.8030303030303
49.137,4.47499951189988,12.9063678721988,14.8787878787879
50.43,4.43295456764091,12.5448191701797,15.2777777777778
51.722,4.46527655752748,12.6556467716885,16.3080808080808
53.017,4.50354360686464,12.8683159529621,16.8232323232323
