Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,20.1019124630984,99.1597222222222,71.2301861302912
1.293,19.5160281093569,95.1822916666667,68.9163914740318
2.588,19.1869625208574,89.1944444444444,68.4344791353948
3.88,19.1624791426004,90.9826388888889,68.0467577304113
5.173,19.0564513541266,92.796875,68.5559891924347
6.465,18.9458349377487,97.4166666666667,67.5688231762234
7.758,18.9686657681941,92.9704861111111,68.0749024317022
9.053,19.106645488384,92.0989583333333,69.2459471630141
10.345,18.9431314978822,90.1388888888889,68.9563944761333
11.638,18.9846377230137,93.1163194444444,69.6982888021615
12.935,,,
14.225,,,
15.518,,,
16.81,,,
18.105,,,
19.398,,,
20.69,,,
21.983,,,
23.278,,,
24.57,,,
25.863,,,
27.155,,,
28.453,21.2824813887819,97.7447916666667,81.9917442209547
29.743,20.9296624310101,94.7222222222222,79.9305013509457
31.035,20.6349072647927,92.8888888888889,79.605749024317
32.328,20.4694278654858,94.390625,78.5462323626539
33.62,20.3444358875626,92.4861111111111,77.9221705193636
34.915,20.3839847259659,92.3194444444444,77.9421344941459
36.208,20.3780082787832,94.0069444444444,78.1489792854998
37.5,20.4111073674753,94.5590277777778,78.2149504653257
38.795,20.517993518162,97.2760416666667,79.0207895526869
40.088,20.5773087536902,102.692708333333,79.3261783248274
41.38,20.4619111795662,93.0052083333333,78.8740618432903
42.673,20.6244304325504,96.5746527777778,80.3357850495347
43.965,20.3813534847901,94.9722222222222,79.3952266586611
45.258,20.5087681298935,92.484375,79.6519813869709
46.553,20.4184796560134,100.315972222222,79.0610177123987
47.845,20.3932181363111,97.3802083333333,78.8607024917442
49.138,20.4569455140547,95.1927083333333,79.3424647253077
50.433,20.5064417276344,96.265625,79.3320324226959
51.725,20.3886936850212,95.6284722222222,78.2704893425398
53.018,20.4402676164806,97.28125,79.3189732812969
