Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,19.1304857308777,93.2105263157895,62.9740663900415
1.295,18.6927783308445,93.9219600725953,61.6337376316629
2.588,18.5230836236934,92.0399274047187,60.7864666453878
3.88,18.5668139206902,93.562613430127,60.8150335142036
5.173,18.4318898291024,91.1215970961888,59.8487871050112
6.468,18.3847996515679,90.9546279491833,59.9407915735717
7.76,18.4064729550357,92.2921960072595,59.924593041813
9.053,18.3451343952215,89.9582577132486,59.4693584423875
10.345,18.4889144682263,94.0508166969147,60.2069103096074
11.638,18.4919632487141,88.7205081669692,59.864746249601
12.935,,,
14.225,,,
15.518,,,
16.81,,,
18.105,,,
19.398,,,
20.69,,,
21.985,,,
23.278,,,
24.57,,,
25.863,,,
27.155,,,
28.453,19.4897336983574,102.399274047187,63.441749122247
29.743,18.9442093910735,95.5789473684211,61.2530322374721
31.035,18.6460822133732,93.0889292196007,60.2723428024258
32.328,18.7197818151651,97.2177858439201,60.2533514203639
33.623,18.5365853658537,93.459165154265,59.7219917012448
34.915,18.5657147005144,95.0127041742287,60.2161666134695
36.208,18.4735461257674,91.6932849364791,59.4076763485477
37.5,18.6302057408329,95.2123411978221,59.4299393552506
38.795,18.5559046789447,92.1960072595281,59.176029364826
40.088,18.6040837066534,90.5553539019964,59.1263166294287
41.38,18.5726522316244,93.7803992740472,58.833306734759
42.675,18.4650219844035,90.2177858439201,59.0093360995851
43.965,18.5818296830927,87.9328493647913,59.2147302904564
45.26,18.4008109341298,89.9818511796733,58.8289179699968
46.553,18.5058175709308,92.2304900181488,58.3818225343122
47.845,18.3562614070018,88.983666061706,58.2353973827003
49.14,18.4786170565787,92.6805807622505,58.2486434727099
50.433,18.5440206570433,90.2050816696915,58.6837695499521
51.725,18.5443317570931,91.7132486388385,58.1451484200447
53.018,18.4696366351419,90.05444646098,58.1498563676987
