Channel.001
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,8.84964563931354,28.0852007987575,29.3585858585859
1.292,8.67369530838165,26.8359218992678,30.3737373737374
2.585,8.59606786544056,26.9639449744841,25.1767676767677
3.877,8.61920381108573,26.404481917018,32.0606060606061
5.172,8.51999258087819,26.3282671400044,29.5858585858586
6.465,8.46270915090103,26.3505657865542,28.8434343434343
7.757,8.51360823132041,26.5132016862658,30.7222222222222
9.052,8.36431792889358,25.9821388950521,28.8989898989899
10.345,8.39593705460864,25.6790548036388,27.7727272727273
11.637,8.33978601690779,25.3686487685822,29.2474747474747
12.935,,,
14.225,,,
15.515,,,
16.81,,,
18.102,,,
19.395,,,
20.69,,,
21.982,,,
23.275,,,
24.567,,,
25.862,,,
27.155,,,
28.452,8.82306370682755,28.1507654759263,33.9343434343434
29.742,8.71305570198559,27.718216108276,32.3888888888889
31.035,8.75508112223979,27.9809185711116,34.8787878787879
32.327,8.68121205021574,27.3751941424451,33.1515151515151
33.62,8.55262695484098,26.9872420678944,31.1565656565657
34.912,8.61385423378043,27.6539826935878,35.3333333333333
36.205,8.61231183740409,27.3299312181052,28.3838383838384
37.5,8.54485640094496,26.8276015087641,36.5050505050505
38.792,8.62950272359866,27.3436875970712,30.4242424242424
40.085,8.61140397118257,27.2486132682494,33.3787878787879
41.38,8.66246900564244,27.5777679165742,35.1515151515151
42.672,8.59785431187645,26.9823607721322,32.2929292929293
43.965,8.59100138620434,27.2781229199024,31.2222222222222
45.257,8.61237040941838,27.1506545373863,31.2070707070707
46.552,8.66209804955192,27.2123363656534,34.6515151515151
47.845,8.64684980183135,27.4315509207899,32.8787878787879
49.137,8.55776176809387,26.6868205014422,30.9646464646465
50.43,8.63177727015365,27.1782782338584,35.6212121212121
51.722,8.64535621546692,27.4865764366541,29
53.017,8.63781994962807,27.472820057688,34.2777777777778
