Channel.002
Axis [s],ROI1 [],ROI2 [],ROI3 [],ROI4 []
0,9.44053601340033,57.463295269168,64.8251748251748,58.0887392900857
1.293,9.47528808702145,57.7615008156607,63.4335664335664,57.3500611995104
2.585,9.47181691590483,57.2600326264274,62.6713286713287,58.561811505508
3.878,9.34955904018082,56.7044045676998,62.3286713286713,57.9118727050184
5.173,9.25442473411233,56.6492659053834,60.0769230769231,56.5911872705018
6.465,9.21432463522431,55.6172920065253,61.6223776223776,58.2943696450428
7.758,9.13180359629473,55.3823817292007,61.4965034965035,57.7233782129743
9.05,9.14153094791225,55.5233278955954,60.6083916083916,57.452876376989
10.343,9.02268369962261,54.1308319738989,59.7972027972028,55.202570379437
11.638,8.96468285201106,53.3693311582382,56.5874125874126,56.5924112607099
12.935,93.3667534459446,127.281566068516,179.475524475524,254.8788249694
14.225,90.3339589513834,122.782381729201,155.076923076923,254.820073439412
15.515,88.0240963855422,118.93898858075,130.104895104895,254.796817625459
16.81,86.5199289620795,115.765089722675,121.615384615385,254.059975520196
18.103,84.2875623095397,110.09722675367,108.160839160839,253.695838433293
19.395,82.4203749672055,107.828384991843,87.4615384615385,252.010403916769
20.69,80.7358680954976,104.555628058728,88.1888111888112,251.395348837209
21.983,79.160016952231,102.067862969005,77.1608391608392,247.927172582619
23.275,77.8987911444774,99.2303425774878,67.4965034965035,244.632190942472
24.568,77.02270388085,98.6221859706362,63.7832167832168,242.919828641371
25.865,5.85445298783072,27.9781402936378,35.9090909090909,55.7894736842105
27.155,5.98546951625598,28.6189233278956,30.2657342657343,57.1193390452876
28.448,6.05130068010736,28.8724306688418,35.3496503496503,57.1481028151775
29.74,6.14849347137293,30.0694942903752,34.3356643356643,56.4002447980416
31.033,6.14811002805191,30.0234910277325,34.4405594405594,57.0067319461444
32.328,6.26259813121834,30.8727569331158,36.9370629370629,57.8292533659731
33.62,6.27585719763476,31.0349102773246,35.5804195804196,57.8133414932681
34.913,6.2364432604791,30.905383360522,40.6713286713287,55.4082007343941
36.205,6.31781396944562,31.5960848287113,42,56.0495716034272
37.5,6.31708744525842,31.4783034257749,41.8461538461538,55.6022031823745
38.793,6.3859054307683,32.4430668841762,40.8111888111888,53.5973072215422
40.085,6.30287986115315,31.6698205546493,38.7552447552448,54.2454100367197
41.378,6.37238400839539,32.0150081566069,45.9370629370629,53.1750305997552
42.673,6.47980868196404,32.9680261011419,41.9370629370629,52.3873929008568
43.965,6.4819478920708,33.100163132137,44.0769230769231,52.4186046511628
45.258,6.43561179390931,33.0903752039152,43.3706293706294,53.7747858017136
46.55,6.52479263788824,34.3491027732463,48.1958041958042,53.2674418604651
47.843,6.49205868700934,33.462969004894,41.9440559440559,54.3390452876377
49.138,6.5217654537749,34.2016313213703,41.3216783216783,55.3078335373317
50.43,6.52491372525277,34.6417618270799,42.6083916083916,56.9467564259486
