Channel.002
Axis [s],ROI1 [],ROI2 [],ROI3 []
0,6.19555080096555,22.0518518518519,19.8400655021834
1.293,6.18435922756199,22.6296296296296,19.8982896652111
2.588,6.120501426377,26.0296296296296,19.3435225618632
3.88,6.10039499670836,22.6518518518519,19.5114628820961
5.173,6.04309304366908,24.2740740740741,19.2105167394469
6.468,6.12674182576256,21.6592592592593,20.1360989810771
7.76,6.10160193109502,21.7407407407407,19.677037845706
9.053,6.08256528417819,22.4592592592593,19.5802401746725
10.345,6.01596445029625,25.7925925925926,19.4492358078603
11.638,6.06586021505376,24.8148148148148,19.6930494905386
12.933,137.612532916392,255,254.887008733624
14.225,134.703958196182,255,254.667576419214
15.518,132.288004718016,255,254.122270742358
16.81,129.360132762783,255,253.838427947598
18.105,127.371530063638,255,253.434497816594
19.398,125.669409699364,255,252.726710334789
20.69,123.770572745227,255,251.829512372635
21.983,122.18234309853,255,250.70269286754
23.278,120.189639565504,255,249.478711790393
24.57,117.744801953039,255,248.183042212518
25.863,115.768542901031,254.407407407407,246.047852983988
27.155,113.639099188062,254.518518518519,244.312772925764
28.453,5.26809030063638,17.362962962963,16.8917394468705
29.743,5.24611860873382,18.9407407407407,16.9437772925764
31.035,5.24159260478385,17.9851851851852,16.7470887918486
32.328,5.24220978714066,17.2222222222222,17.0878820960699
33.62,5.19043504498574,17.8222222222222,16.455422125182
34.915,5.24167489576476,19.4666666666667,17.2803857350801
36.208,5.19560566161949,20.9555555555556,16.8628093158661
37.5,5.22369431643625,19.4148148148148,17.1568413391558
38.795,5.22468180820715,18.9407407407407,17.1040756914119
40.088,5.17899659863946,24.0222222222222,17.1177219796215
41.38,5.2214038841343,19.1481481481481,17.4394104803493
42.673,5.1459567698047,21.2888888888889,17.1275473071325
43.968,5.22536756638139,19.1333333333333,17.3471615720524
45.26,5.15266348474874,20.0962962962963,16.9927219796215
46.553,5.1831797235023,19.9259259259259,17.3493449781659
47.845,5.21683673469388,18.3925925925926,17.268922852984
49.138,5.25780392802282,19.8518518518519,17.2791120815138
50.433,5.16539115646258,20.4740740740741,17.1009825327511
51.725,5.19024303269695,21.3851851851852,17.0240174672489
53.018,5.14365262233926,19.1777777777778,16.7769286754003
