# 05_10_2021_15_02_51_G11_filtering_43b_Rechteck_f100Hz_A1V_Fil_Bu_Lopa_Or1_Uf1k
# measuring signal to noise
# 43b_Rechteck_f100Hz_A1V_Fil_Bu_Lopa_Or1_Uf1k
time y-generator y-behind Fqscale-FFT y-FFTcurve Fqscale-filter y-filtercurve

0.0000	-0.7356	-0.7265	0.0000	-107.8106	0.0000	-35.1263
0.0040	1.0026	1.0082	25.0000	-102.8899	45.7778	-28.3217
0.0080	1.0023	0.9829	50.0000	-104.2006	91.5555	-21.5339
0.0120	1.0023	0.9585	75.0000	-26.8484	137.3333	-18.2747
0.0160	1.0020	0.9344	100.0000	-20.8272	183.1111	-16.3611
0.0200	1.0017	0.9109	125.0000	-26.8452	228.8888	-14.7313
0.0240	1.0020	0.8886	150.0000	-108.9954	274.6666	-12.9978
0.0280	1.0020	0.8665	175.0000	-104.2773	320.4443	-11.4053
0.0320	1.0020	0.8450	200.0000	-106.7950	366.2221	-10.1093
0.0360	1.0020	0.8240	225.0000	-102.7035	411.9999	-9.2962
0.0400	1.0023	0.8039	250.0000	-100.2189	457.7776	-8.6186
0.0440	1.0023	0.7839	275.0000	-27.2850	503.5554	-7.5054
0.0480	1.0020	0.7642	300.0000	-21.2604	549.3332	-6.6496
0.0520	1.0020	0.7452	325.0000	-27.2753	595.1109	-6.2483
0.0560	1.0017	0.7264	350.0000	-101.6594	640.8887	-5.7640
0.0600	1.0020	0.7087	375.0000	-101.8258	686.6665	-5.1811
0.0640	1.0020	0.6911	400.0000	-103.9825	732.4442	-4.8104
0.0680	1.0017	0.6736	425.0000	-100.1533	778.2220	-4.4017
0.0720	1.0023	0.6575	450.0000	-98.0304	823.9998	-4.1501
0.0760	1.0023	0.6412	475.0000	-27.8919	869.7775	-3.9671
0.0800	1.0023	0.6253	500.0000	-21.8637	915.5553	-3.7254
0.0840	1.0023	0.6098	525.0000	-27.8756	961.3330	-3.6384
0.0880	1.0020	0.5943	550.0000	-98.7664	1007.1108	-3.2166
0.0920	1.0026	0.5802	575.0000	-103.2069	1052.8886	-3.0039
0.0960	1.0030	0.5661	600.0000	-100.2982	1098.6663	-2.6705
0.1000	1.0023	0.5514	625.0000	-101.7604	1144.4441	-2.6399
0.1040	1.0023	0.5377	650.0000	-96.1944	1190.2219	-2.6419
0.1080	1.0020	0.5241	675.0000	-28.6605	1235.9996	-2.6391
0.1120	1.0023	0.5114	700.0000	-22.6288	1281.7774	-2.5308
0.1160	1.0023	0.4987	725.0000	-28.6376	1327.5552	-2.3216
0.1200	1.0026	0.4866	750.0000	-98.6743	1373.3329	-2.4374
0.1240	1.0023	0.4742	775.0000	-98.3758	1419.1107	-2.2402
0.1280	1.0026	0.4628	800.0000	-100.9326	1464.8885	-2.1666
0.1320	1.0023	0.4510	825.0000	-98.6068	1510.6662	-2.5324
0.1360	1.0023	0.4398	850.0000	-95.1071	1556.4440	-2.3853
0.1400	1.0023	0.4289	875.0000	-29.5083	1602.2217	-2.4578
0.1440	1.0023	0.4182	900.0000	-23.4730	1647.9995	-2.3549
0.1480	1.0026	0.4082	925.0000	-29.4786	1693.7773	-2.2769
0.1520	1.0026	0.3980	950.0000	-94.0427	1739.5550	-2.4666
0.1560	1.0026	0.3881	975.0000	-96.2343	1785.3328	-2.6506
0.1600	1.0026	0.3785	1000.0000	-96.3302	1831.1106	-2.0825
0.1640	1.0026	0.3691	1025.0000	-95.3171	1876.8883	-1.7255
0.1680	1.0026	0.3600	1050.0000	-94.5994	1922.6661	-1.8764
0.1720	1.0023	0.3507	1075.0000	-30.3676	1968.4439	-1.9628
0.1760	1.0023	0.3420	1100.0000	-24.3294	2014.2216	-1.9022
0.1800	1.0023	0.3335	1125.0000	-30.3318	2059.9994	-1.6579
0.1840	1.0023	0.3252	1150.0000	-94.9980	2105.7772	-1.8723
0.1880	1.0020	0.3168	1175.0000	-101.0488	2151.5549	-2.0529
0.1920	1.0023	0.3093	1200.0000	-99.0472	2197.3327	-1.3941
0.1960	1.0026	0.3019	1225.0000	-101.2350	2243.1104	-1.6673
0.2000	1.0023	0.2941	1250.0000	-95.2263	2288.8882	-1.5902
0.2040	1.0020	0.2865	1275.0000	-31.2257	2334.6660	-1.7701
0.2080	1.0023	0.2797	1300.0000	-25.1838	2380.4437	-1.5188
0.2120	1.0026	0.2731	1325.0000	-31.1832	2426.2215	-1.4002
0.2160	1.0026	0.2663	1350.0000	-96.6130	2471.9993	-1.3502
0.2200	1.0026	0.2597	1375.0000	-99.9484	2517.7770	-1.3294
0.2240	1.0023	0.2529	1400.0000	-100.3428	2563.5548	-1.3307
0.2280	1.0023	0.2466	1425.0000	-100.9235	2609.3326	-1.3264
0.2320	1.0023	0.2405	1450.0000	-94.2547	2655.1103	-1.1361
0.2360	1.0026	0.2349	1475.0000	-32.0524	2700.8881	-1.1209
0.2400	1.0023	0.2287	1500.0000	-26.0069	2746.6659	-1.1427
0.2440	1.0023	0.2230	1525.0000	-32.0031	2792.4436	-1.3042
0.2480	1.0023	0.2175	1550.0000	-95.1678	2838.2214	-1.1756
0.2520	1.0026	0.2124	1575.0000	-101.2288	2883.9991	-1.0079
0.2560	1.0026	0.2072	1600.0000	-100.1165	2929.7769	-0.9797
0.2600	1.0023	0.2017	1625.0000	-100.3715	2975.5547	-0.8801
0.2640	1.0023	0.1967	1650.0000	-95.5585	3021.3324	-0.9883
0.2680	1.0023	0.1918	1675.0000	-32.8369	3067.1102	-1.1051
0.2720	1.0023	0.1870	1700.0000	-26.7886	3112.8880	-0.8792
