# 05_10_2021_15_07_08_G11_filtering_43b_Rechteck_f100Hz_A1V_Fil_InCh_Lopa_Or2_Uf1k
# measuring signal to noise
# 43b_Rechteck_f100Hz_A1V_Fil_InCh_Lopa_Or2_Uf1k
# time y-generator y-behind Fqscale-FFT y-FFTcurve Fqscale-filter y-filtercurve

0.0000	-0.7991	-0.0000	0.0000	-25.6402	0.0000	-29.8749
0.0040	1.0023	0.0000	25.0000	-27.8040	45.7778	-27.7990
0.0080	1.0017	0.0000	50.0000	-50.6800	91.5555	-41.8061
0.0120	1.0023	0.0000	75.0000	-49.9964	137.3333	-48.8478
0.0160	1.0020	0.0000	100.0000	-45.1743	183.1111	-54.5007
0.0200	1.0023	0.0000	125.0000	-50.7461	228.8888	-58.2644
0.0240	1.0017	0.0000	150.0000	-86.3219	274.6666	-61.6309
0.0280	1.0020	0.0000	175.0000	-90.5967	320.4443	-65.2719
0.0320	1.0020	0.0000	200.0000	-94.2488	366.2221	-66.9821
0.0360	1.0017	0.0000	225.0000	-97.4358	411.9999	-69.5497
0.0400	1.0020	0.0000	250.0000	-100.2637	457.7776	-72.0866
0.0440	1.0017	0.0000	275.0000	-79.3683	503.5554	-74.5881
0.0480	1.0020	0.0000	300.0000	-74.1582	549.3332	-78.7237
0.0520	1.0020	0.0000	325.0000	-79.5834	595.1109	-80.1853
0.0560	1.0020	0.0000	350.0000	-109.2562	640.8887	-79.0243
0.0600	1.0020	0.0000	375.0000	-111.0545	686.6665	-79.9355
0.0640	1.0017	0.0000	400.0000	-112.7544	732.4442	-82.1923
0.0680	1.0017	0.0000	425.0000	-114.3448	778.2220	-83.5064
0.0720	1.0017	0.0000	450.0000	-115.8309	823.9998	-84.9896
0.0760	1.0020	0.0000	475.0000	-93.3599	869.7775	-86.5210
0.0800	1.0017	0.0000	500.0000	-88.1411	915.5553	-87.5699
0.0840	1.0023	0.0000	525.0000	-93.4853	961.3330	-89.3664
0.0880	1.0023	0.0000	550.0000	-121.1442	1007.1108	-91.4257
0.0920	1.0020	0.0000	575.0000	-122.2717	1052.8886	-92.5608
0.0960	1.0020	0.0000	600.0000	-123.3857	1098.6663	-94.3224
0.1000	1.0020	0.0000	625.0000	-124.4475	1144.4441	-96.1827
0.1040	1.0020	0.0000	650.0000	-125.4611	1190.2219	-98.1627
0.1080	1.0020	0.0000	675.0000	-103.4430	1235.9996	-100.8698
0.1120	1.0023	0.0000	700.0000	-98.3375	1281.7774	-102.5968
0.1160	1.0023	0.0000	725.0000	-103.5397	1327.5552	-106.4434
0.1200	1.0023	0.0000	750.0000	-129.2850	1373.3329	-110.3261
0.1240	1.0020	0.0000	775.0000	-130.1034	1419.1107	-112.2892
0.1280	1.0023	0.0001	800.0000	-130.9314	1464.8885	-111.5101
0.1320	1.0023	0.0001	825.0000	-131.7248	1510.6662	-107.4930
0.1360	1.0023	0.0001	850.0000	-132.4795	1556.4440	-105.0780
0.1400	1.0023	0.0001	875.0000	-111.9158	1602.2217	-103.7604
0.1440	1.0023	0.0001	900.0000	-107.0309	1647.9995	-102.3631
0.1480	1.0023	0.0001	925.0000	-112.0030	1693.7773	-100.9210
0.1520	1.0026	0.0001	950.0000	-135.4616	1739.5550	-100.1330
0.1560	1.0020	0.0001	975.0000	-136.0945	1785.3328	-99.4458
0.1600	1.0026	0.0001	1000.0000	-136.7650	1831.1106	-98.8496
