G11_pendel
06.09.2021
16:00:06
nichtlineares Pendel
stimulation_fq[Hz]: 0,847
timeline range  for cut and FFT datapoints: 0-40s
Chaos_Versuch
t(s) Ua(V) -dUa/dt(V) cutX(V) cutY(V) F(Hz) DFT-Ua(V) DFT-dUa/dt(V)

4,000E-2 2,713E+0 1,471E-1 2,503E+0 -1,439E-2 2,500E-2 7,182E+0 8,530E-5
8,000E-2 2,730E+0 1,340E-1 2,499E+0 -1,439E-2 5,000E-2 3,594E+0 4,102E-5
1,200E-1 2,745E+0 1,189E-1 2,493E+0 -1,439E-2 7,500E-2 4,493E-6 3,748E-8
1,600E-1 2,759E+0 1,049E-1 2,488E+0 -1,439E-2 1,000E-1 1,013E-7 6,822E-10
2,000E-1 2,772E+0 8,914E-2 2,486E+0 -1,439E-2 1,250E-1 3,623E-8 5,856E-10
2,400E-1 2,782E+0 7,312E-2 2,487E+0 -1,439E-2 1,500E-1 4,660E-9 7,010E-10
2,800E-1 2,791E+0 5,856E-2 2,491E+0 -1,439E-2 1,750E-1 4,546E-9 2,051E-10
3,200E-1 2,798E+0 4,604E-2 2,496E+0 -1,439E-2 2,000E-1 1,166E-9 5,313E-10
3,600E-1 2,804E+0 3,508E-2 2,501E+0 -1,439E-2 2,250E-1 1,598E-9 3,018E-10
4,000E-1 2,809E+0 2,478E-2 2,506E+0 -1,439E-2 2,500E-1 8,681E-9 3,226E-9
4,400E-1 2,813E+0 1,675E-2 2,507E+0 -1,439E-2 2,750E-1 2,528E-9 4,294E-10
4,800E-1 2,816E+0 1,165E-2 2,506E+0 -1,439E-2 3,000E-1 1,842E-8 1,019E-8
5,200E-1 2,818E+0 4,051E-3 2,500E+0 -1,439E-2 3,250E-1 7,649E-9 6,591E-9
5,600E-1 2,820E+0 -4,709E-3 2,494E+0 -1,439E-2 3,500E-1 1,479E-7 1,089E-7
6,000E-1 2,821E+0 -1,108E-2 2,488E+0 -1,439E-2 3,750E-1 2,092E-6 1,678E-6
6,400E-1 2,820E+0 -1,937E-2 2,484E+0 -1,439E-2 4,000E-1 2,469E-5 1,879E-5
6,800E-1 2,819E+0 -3,131E-2 2,484E+0 -1,439E-2 4,250E-1 4,075E-3 3,739E-3
7,200E-1 2,817E+0 -4,288E-2 0,000E+0 0,000E+0 4,500E-1 1,305E-2 1,193E-2
7,600E-1 2,813E+0 -5,325E-2 0,000E+0 0,000E+0 4,750E-1 2,487E-3 2,272E-3
8,000E-1 2,808E+0 -6,283E-2 0,000E+0 0,000E+0 5,000E-1 2,277E-6 2,091E-6
8,400E-1 2,802E+0 -7,477E-2 0,000E+0 0,000E+0 5,250E-1 1,437E-7 1,331E-7
8,800E-1 2,795E+0 -8,676E-2 0,000E+0 0,000E+0 5,500E-1 3,004E-8 2,644E-8
9,200E-1 2,786E+0 -9,477E-2 0,000E+0 0,000E+0 5,750E-1 6,687E-9 4,331E-9
9,600E-1 2,776E+0 -1,017E-1 0,000E+0 0,000E+0 6,000E-1 4,793E-9 6,876E-9
1,000E+0 2,766E+0 -1,109E-1 0,000E+0 0,000E+0 6,250E-1 9,314E-10 6,202E-10
1,040E+0 2,754E+0 -1,197E-1 0,000E+0 0,000E+0 6,500E-1 1,169E-10 2,647E-10
1,080E+0 2,742E+0 -1,255E-1 0,000E+0 0,000E+0 6,750E-1 4,375E-10 1,409E-10
1,120E+0 2,729E+0 -1,312E-1 0,000E+0 0,000E+0 7,000E-1 2,418E-10 1,018E-9
1,160E+0 2,716E+0 -1,391E-1 0,000E+0 0,000E+0 7,250E-1 4,547E-12 4,695E-10
1,200E+0 2,701E+0 -1,472E-1 0,000E+0 0,000E+0 7,500E-1 5,162E-10 1,495E-9
1,240E+0 2,685E+0 -1,525E-1 0,000E+0 0,000E+0 7,750E-1 2,154E-9 8,861E-9
1,280E+0 2,669E+0 -1,570E-1 0,000E+0 0,000E+0 8,000E-1 1,673E-8 6,092E-8
1,320E+0 2,653E+0 -1,642E-1 0,000E+0 0,000E+0 8,250E-1 9,130E-7 3,203E-6
1,360E+0 2,635E+0 -1,679E-1 0,000E+0 0,000E+0 8,500E-1 8,983E-5 3,275E-4
1,400E+0 2,617E+0 -1,658E-1 0,000E+0 0,000E+0 8,750E-1 2,024E-4 7,391E-4
1,440E+0 2,600E+0 -1,655E-1 0,000E+0 0,000E+0 9,000E-1 2,806E-5 1,024E-4
1,480E+0 2,582E+0 -1,618E-1 0,000E+0 0,000E+0 9,250E-1 9,393E-8 3,405E-7
1,520E+0 2,565E+0 -1,493E-1 0,000E+0 0,000E+0 9,500E-1 8,559E-9 3,216E-8
1,560E+0 2,550E+0 -1,364E-1 0,000E+0 0,000E+0 9,750E-1 1,239E-9 4,168E-9
1,600E+0 2,536E+0 -1,213E-1 0,000E+0 0,000E+0 1,000E+0 4,211E-10 1,968E-9
1,640E+0 2,524E+0 -9,839E-2 0,000E+0 0,000E+0 1,025E+0 1,043E-10 3,635E-10
1,680E+0 2,515E+0 -7,495E-2 0,000E+0 0,000E+0 1,050E+0 4,487E-11 2,516E-10
1,720E+0 2,508E+0 -5,193E-2 0,000E+0 0,000E+0 1,075E+0 5,375E-11 5,737E-11
1,760E+0 2,503E+0 -2,605E-2 0,000E+0 0,000E+0 1,100E+0 2,386E-11 9,522E-11
1,800E+0 2,502E+0 -1,087E-4 0,000E+0 0,000E+0 1,125E+0 4,969E-12 4,649E-11
1,840E+0 2,504E+0 2,387E-2 0,000E+0 0,000E+0 1,150E+0 2,006E-11 8,559E-11
1,880E+0 2,508E+0 4,592E-2 0,000E+0 0,000E+0 1,175E+0 3,867E-13 3,303E-11
1,920E+0 2,514E+0 6,821E-2 0,000E+0 0,000E+0 1,200E+0 2,055E-11 2,311E-10
1,960E+0 2,523E+0 9,015E-2 0,000E+0 0,000E+0 1,225E+0 1,093E-9 8,335E-9
2,000E+0 2,535E+0 1,063E-1 0,000E+0 0,000E+0 1,250E+0 5,733E-9 4,679E-8
2,040E+0 2,548E+0 1,225E-1 0,000E+0 0,000E+0 1,275E+0 3,922E-7 3,257E-6
2,080E+0 2,563E+0 1,401E-1 0,000E+0 0,000E+0 1,300E+0 7,561E-7 6,274E-6
2,120E+0 2,579E+0 1,500E-1 0,000E+0 0,000E+0 1,325E+0 7,716E-8 6,377E-7
2,160E+0 2,597E+0 1,577E-1 0,000E+0 0,000E+0 1,350E+0 6,956E-10 6,297E-9
2,200E+0 2,616E+0 1,676E-1 0,000E+0 0,000E+0 1,375E+0 3,297E-11 1,697E-10
2,240E+0 2,636E+0 1,693E-1 0,000E+0 0,000E+0 1,400E+0 2,320E-11 2,458E-10
2,280E+0 2,655E+0 1,667E-1 0,000E+0 0,000E+0 1,425E+0 3,801E-12 7,308E-11
2,320E+0 2,675E+0 1,664E-1 0,000E+0 0,000E+0 1,450E+0 3,098E-12 4,277E-11
2,360E+0 2,694E+0 1,592E-1 0,000E+0 0,000E+0 1,475E+0 2,659E-12 7,701E-11
2,400E+0 2,713E+0 1,472E-1 0,000E+0 0,000E+0 1,500E+0 9,880E-12 6,030E-13
2,440E+0 2,730E+0 1,377E-1 0,000E+0 0,000E+0 1,525E+0 1,745E-12 3,413E-13
2,480E+0 2,746E+0 1,236E-1 0,000E+0 0,000E+0 1,550E+0 3,186E-12 1,197E-10
2,520E+0 2,760E+0 1,063E-1 0,000E+0 0,000E+0 1,575E+0 8,596E-12 1,373E-10
2,560E+0 2,773E+0 9,199E-2 0,000E+0 0,000E+0 1,600E+0 1,133E-11 2,043E-10
2,600E+0 2,784E+0 7,647E-2 0,000E+0 0,000E+0 1,625E+0 5,241E-11 8,624E-10
2,640E+0 2,793E+0 5,980E-2 0,000E+0 0,000E+0 1,650E+0 4,401E-10 5,796E-9
2,680E+0 2,800E+0 4,662E-2 0,000E+0 0,000E+0 1,675E+0 1,266E-8 1,920E-7
2,720E+0 2,806E+0 3,602E-2 0,000E+0 0,000E+0 1,700E+0 6,918E-7 1,005E-5
2,760E+0 2,811E+0 2,476E-2 0,000E+0 0,000E+0 1,725E+0 9,948E-7 1,439E-5
2,800E+0 2,815E+0 1,565E-2 0,000E+0 0,000E+0 1,750E+0 7,106E-8 1,034E-6
2,840E+0 2,818E+0 9,593E-3 0,000E+0 0,000E+0 1,775E+0 8,914E-10 1,148E-8
2,880E+0 2,820E+0 3,018E-3 0,000E+0 0,000E+0 1,800E+0 7,069E-11 1,090E-9
2,920E+0 2,821E+0 -6,046E-3 0,000E+0 0,000E+0 1,825E+0 2,304E-11 5,943E-10
2,960E+0 2,822E+0 -1,430E-2 0,000E+0 0,000E+0 1,850E+0 5,036E-12 2,964E-11
3,000E+0 2,821E+0 -2,178E-2 0,000E+0 0,000E+0 1,875E+0 1,008E-12 2,578E-11
3,040E+0 2,820E+0 -3,270E-2 0,000E+0 0,000E+0 1,900E+0 1,829E-12 2,754E-11
3,080E+0 2,817E+0 -4,535E-2 0,000E+0 0,000E+0 1,925E+0 7,674E-12 8,684E-11
